
1448.17 131350 7.63
1448.40 122040 8.20
1448.66 143975 6.99
1450.41 160727 6.25
1451.01 134974 7.46
1452.00 112048 8.93
1453.82 150185 6.67
1454.98 128658 7.81
1455.49 89545 11.24
1455.97 76961 13.16
1456.17 126901 7.94
1456.38 127535 7.87
1458.89 78362 12.82
1460.20 107612 9.35
1461.49 63290 15.87
1462.60 73181 13.70
1462.78 151232 6.62
1463.68 139232 7.19
1464.37 88302 11.36
1465.04 118659 8.47
1465.23 80563 12.50
1467.55 107537 9.35
1469.58 104584 9.62
1469.96 64653 15.62
1470.14 133571 7.52
1471.10 70530 14.29
1473.10 111249 9.01
1473.75 151678 6.62
1474.22 119004 8.40
1474.42 123130 8.13
1477.12 123254 8.13
1478.47 120686 8.33
1479.31 207883 4.83
1481.94 162228 6.17
1483.58 145741 6.90
1484.27 150248 6.67
1486.00 67049 14.93
1486.40 32660 31.25
1486.91 41045 24.39
1487.01 89145 11.24
1487.41 92804 10.87
1488.46 72598 13.89
1489.11 19407 52.63
1489.27 25695 40.00
1489.58 30168 33.33
1489.66 73160 13.70
1489.75 18623 55.56
1489.80 18623 55.56
1489.81 18623 55.56
1489.82 18623 55.56
1491.00 87597 11.49
1491.13 51492 19.61
1491.31 99794 10.10
1491.52 12824 83.33
1491.52 12824 83.33
1491.53 12824 83.33
1492.59 39649 25.64
1493.00 79139 12.66
1494.70 153727 6.54
1496.63 111347 9.01
1497.01 23646 43.48
1497.10 23646 43.48
1497.32 15215 66.67
1497.33 15215 66.67
1497.33 15215 66.67
1497.34 15215 66.67
1497.34 15215 66.67
1498.52 21529 47.62
1498.52 21529 47.62
1498.53 21529 47.62
1498.78 84722 11.90
1499.06 91434 10.99
1499.21 54356 18.52
1500.08 42684 23.81
1501.91 61934 16.39
1502.31 25209 40.00
1502.55 26679 38.46
1502.55 26679 38.46
1502.89 32352 31.25
1503.68 98086 10.20
1505.35 36454 27.78
1506.26 93960 10.75
18.12 5910 200.00
19.09 55810 18.18
19.34 4616 250.00
19.35 4616 250.00
19.35 4616 250.00
19.36 4616 250.00
19.36 4616 250.00
19.37 4616 250.00
20.44 49871 20.41
20.61 614209 1.63
21.45 88930 11.36
21.61 600287 1.67
23.34 44681 22.73
34.51 46583 21.74
34.80 646535 1.55
102.44 649552 1.54
104.64 691317 1.45
105.42 45320 22.22
107.44 45725 22.22
109.74 88040 11.36
109.91 585612 1.71
110.99 668322 1.50
111.74 52020 19.23
113.24 679844 1.47
117.48 46169 21.74
119.70 43853 23.26
121.92 640914 1.56
122.64 44078 22.73
125.77 42354 23.81
129.08 642170 1.56
132.16 88414 11.36
132.33 42677 23.81
134.22 84040 11.90
135.45 85521 11.76
144.07 82527 12.20
148.75 59783 16.95
148.96 96378 10.42
151.11 53544 18.87
33.29 3694 333.33
33.30 3694 333.33
34.00 4055 250.00
34.05 4055 250.00
34.06 4055 250.00
34.06 4055 250.00
34.07 4055 250.00
34.07 4055 250.00
35.07 26879 38.46
35.07 63599 15.87
35.18 545534 1.83
36.02 25352 40.00
36.03 25352 40.00
36.77 25580 40.00
36.78 25580 40.00
36.78 25580 40.00
36.84 3629 333.33
36.85 3629 333.33
36.85 3629 333.33
36.86 3629 333.33
36.86 3629 333.33
38.29 26228 38.46
39.37 24404 41.67
39.43 3704 333.33
39.44 3704 333.33
39.44 3704 333.33
39.45 3704 333.33
39.46 5580 200.00
39.46 5580 200.00
39.47 5580 200.00
39.47 5580 200.00
39.48 5580 200.00
39.48 5580 200.00
39.49 5580 200.00
52.80 3842 333.33
52.89 3842 333.33
52.89 3842 333.33
52.90 3842 333.33
52.90 3842 333.33
52.91 3842 333.33
52.91 3842 333.33
52.92 3842 333.33
52.94 4691 250.00
52.94 4691 250.00
52.95 4691 250.00
52.96 4691 250.00
52.96 4691 250.00
52.97 5679 200.00
52.98 5679 200.00
52.98 5679 200.00
52.99 5679 200.00
52.99 5679 200.00
53.00 5679 200.00
53.00 5679 200.00
53.19 21054 47.62
53.30 22040 45.45
53.41 3744 333.33
53.48 3744 333.33
53.48 3744 333.33
53.49 3744 333.33
53.49 3744 333.33
54.03 21396 47.62
54.04 21396 47.62
54.04 21396 47.62
54.05 21396 47.62
54.55 22229 45.45
54.67 291839 3.44
55.04 61467 16.39
55.25 3618 333.33
55.25 3618 333.33
55.26 3618 333.33
55.26 3618 333.33
55.27 3618 333.33
55.27 3618 333.33
55.28 338341 2.96
55.62 23790 43.48
55.74 23790 43.48
55.85 295171 3.39
71.74 3703 333.33
71.84 3703 333.33
71.84 3703 333.33
71.85 3703 333.33
71.85 3703 333.33
71.86 3703 333.33
71.87 3703 333.33
71.89 6345 166.67
71.89 6345 166.67
71.90 6345 166.67
71.90 6345 166.67
71.91 6345 166.67
71.92 5882 200.00
71.93 5882 200.00
71.94 5882 200.00
71.94 5882 200.00
71.95 5882 200.00
71.95 70444 14.29
72.77 22229 45.45
72.88 22229 45.45
72.89 22229 45.45
73.62 56116 17.86
74.78 22896 45.45
74.78 22896 45.45
74.79 22896 45.45
75.74 613265 1.63
76.40 23461 43.48
78.25 22546 45.45
78.26 22546 45.45
78.27 62271 16.13
78.39 565448 1.77
79.04 66576 15.15
79.16 21840 47.62
79.29 21840 47.62
79.29 21840 47.62
80.10 28479 35.71
80.11 28479 35.71
82.01 21642 47.62
82.02 21642 47.62
82.02 21642 47.62
82.14 540654 1.85
84.67 22669 45.45
85.44 22967 45.45
85.50 3493 333.33
85.51 3493 333.33
85.51 3493 333.33
85.52 3493 333.33
85.52 3493 333.33
85.54 6925 166.67
85.54 6925 166.67
85.55 6925 166.67
85.56 6925 166.67
85.56 6925 166.67
85.57 6106 166.67
85.58 6106 166.67
85.59 6106 166.67
85.59 6106 166.67
85.60 6106 166.67
85.61 6106 166.67
85.64 29413 34.48
85.65 29413 34.48
86.46 3799 333.33
86.46 3799 333.33
86.47 3799 333.33
86.48 3799 333.33
86.49 5659 200.00
86.50 5659 200.00
86.50 5659 200.00
86.51 5659 200.00
86.51 5659 200.00
86.52 5659 200.00
86.59 24388 41.67
86.70 24388 41.67
86.71 24388 41.67
87.46 62328 16.13
87.57 552926 1.81
88.40 3587 333.33
88.41 3587 333.33
88.42 3587 333.33
88.42 3587 333.33
88.43 3587 333.33
88.43 3587 333.33
89.04 26929 38.46
89.15 26929 38.46
90.72 23543 43.48
91.78 3701 333.33
91.79 3701 333.33
91.79 3701 333.33
91.80 3701 333.33
91.80 3701 333.33
91.81 3701 333.33
91.81 625577 1.60
92.57 28574 35.71
92.70 3799 333.33
92.81 3799 333.33
92.81 3799 333.33
92.82 3799 333.33
92.82 3799 333.33
92.83 3799 333.33
92.84 8980 125.00
92.85 8980 125.00
92.85 8980 125.00
92.86 8980 125.00
92.87 8980 125.00
92.88 6810 166.67
92.89 6810 166.67
92.90 6810 166.67
92.90 6810 166.67
92.91 6810 166.67
92.91 614078 1.63
93.53 26771 38.46
93.65 26771 38.46
93.65 26771 38.46
94.64 25902 40.00
95.30 36061 27.78
95.55 341904 2.93
96.21 22521 45.45
96.21 22521 45.45
98.11 22519 45.45
98.11 22519 45.45
98.77 6365 166.67
98.87 6365 166.67
98.87 6365 166.67
98.88 6365 166.67
98.88 6365 166.67
98.89 6365 166.67
98.89 4586 250.00
98.91 4586 250.00
98.91 4586 250.00
98.92 4586 250.00
98.92 4586 250.00
98.93 4586 250.00
98.93 4586 250.00
98.94 5786 200.00
98.95 5786 200.00
98.95 5786 200.00
98.96 5786 200.00
98.96 5786 200.00
98.97 5786 200.00
98.97 5786 200.00
99.52 4193 250.00
99.53 4193 250.00
99.53 4193 250.00
99.54 4193 250.00
99.54 4193 250.00
99.55 4193 250.00
99.56 5605 200.00
99.56 5605 200.00
99.57 5605 200.00
99.58 5605 200.00
99.58 5605 200.00
99.59 5605 200.00
100.09 21955 47.62
100.14 4322 250.00
100.15 4322 250.00
100.15 4322 250.00
100.16 4322 250.00
100.16 4322 250.00
100.17 4322 250.00
100.18 7095 142.86
100.18 7095 142.86
100.19 7095 142.86
100.20 7095 142.86
100.20 7095 142.86
100.21 7095 142.86
100.22 6466 166.67
100.23 6466 166.67
100.23 6466 166.67
100.24 6466 166.67
100.25 6466 166.67
100.25 27018 37.04
100.28 27018 37.04
100.29 27018 37.04
100.29 27018 37.04
114.02 21597 47.62
114.03 21597 47.62
114.03 21597 47.62
114.42 21836 47.62
114.52 21836 47.62
114.53 21836 47.62
114.53 21836 47.62
114.73 4093 250.00
114.74 4093 250.00
114.92 21118 47.62
114.93 21118 47.62
114.93 21118 47.62
114.94 338403 2.96
115.55 289648 3.46
115.92 63093 15.87
116.03 26853 38.46
116.15 26853 38.46
116.15 26853 38.46
116.16 26853 38.46
117.23 27305 37.04
117.74 112930 8.93
118.66 303941 3.30
118.99 57953 17.54
121.94 308305 3.25
122.64 342594 2.92
123.02 51710 19.61
123.70 74378 13.51
123.83 42292 23.81
7.95 103329 9.71
8.12 56006 17.86
8.49 59905 16.95
10.38 56140 17.86
10.75 56602 17.86
12.02 95042 10.53
12.20 74638 13.51
13.14 94823 10.64
13.52 99340 10.10
14.30 96643 10.42
14.68 103275 9.71
14.88 61494 16.39
15.27 65854 15.38
16.23 113264 8.85
16.82 74251 13.51
17.20 60642 16.67
19.48 50886 20.00
20.50 87832 11.49
23.26 30332 33.33
24.08 77633 12.99
24.35 78873 12.82
24.93 87161 11.49
25.18 3842 333.33
25.19 3842 333.33
25.20 3842 333.33
25.20 3842 333.33
25.21 3842 333.33
25.22 95014 10.53
26.74 42898 23.81
27.20 4097 250.00
27.20 4097 250.00
27.21 4097 250.00
27.22 4097 250.00
27.22 4097 250.00
27.23 4097 250.00
27.23 4097 250.00
27.33 3701 333.33
27.34 3701 333.33
27.35 3701 333.33
27.35 60214 16.67
5.13 3840 333.33
5.13 3840 333.33
5.14 3840 333.33
5.14 3840 333.33
5.15 3840 333.33
5.16 6457 166.67
5.17 6457 166.67
5.17 6457 166.67
5.18 6457 166.67
5.18 6457 166.67
5.19 6457 166.67
5.19 5762 200.00
5.20 5762 200.00
5.21 5762 200.00
5.21 5762 200.00
5.22 5762 200.00
5.22 5762 200.00
5.23 5762 200.00
5.23 5762 200.00
6.11 3684 333.33
6.11 3684 333.33
6.12 3684 333.33
6.12 3684 333.33
6.13 3684 333.33
6.43 4025 250.00
6.44 4025 250.00
6.44 4025 250.00
6.45 4025 250.00
6.45 4025 250.00
6.50 75134 13.33
6.77 3705 333.33
6.83 3705 333.33
6.83 3705 333.33
6.84 3705 333.33
6.85 3705 333.33
6.85 3705 333.33
6.86 3705 333.33
6.86 40512 25.00
7.14 3702 333.33
7.14 3702 333.33
7.24 33967 30.30
7.64 77342 12.99
8.35 4102 250.00
8.35 4102 250.00
8.36 4102 250.00
8.36 4102 250.00
8.37 4102 250.00
8.38 5670 200.00
8.38 5670 200.00
8.39 5670 200.00
8.40 5670 200.00
8.40 5670 200.00
8.41 5670 200.00
8.42 3415 333.33
8.42 3415 333.33
8.43 3415 333.33
8.43 3415 333.33
8.44 3415 333.33
8.45 3415 333.33
8.46 6343 166.67
8.47 6343 166.67
8.47 6343 166.67
8.48 6343 166.67
8.48 6343 166.67
8.49 6343 166.67
8.49 6343 166.67
8.50 5654 200.00
8.51 5654 200.00
8.51 5654 200.00
8.52 5654 200.00
8.52 5654 200.00
8.53 5654 200.00
8.53 5654 200.00
8.54 5784 200.00
8.55 5784 200.00
8.55 5784 200.00
8.56 5784 200.00
8.56 5784 200.00
8.57 5784 200.00
8.57 5784 200.00
8.62 74514 13.51
8.85 4103 250.00
8.86 4103 250.00
8.87 6520 166.67
8.88 6520 166.67
8.88 6520 166.67
8.89 6520 166.67
8.89 6520 166.67
8.90 6520 166.67
8.91 5926 200.00
8.92 5926 200.00
8.92 5926 200.00
8.93 5926 200.00
8.93 5926 200.00
8.94 5987 200.00
8.95 5987 200.00
8.96 5987 200.00
8.96 5987 200.00
8.97 5987 200.00
8.97 5987 200.00
8.98 5987 200.00
8.98 49312 20.41
9.29 4115 250.00
9.30 4115 250.00
9.30 4115 250.00
9.31 4115 250.00
9.32 5645 200.00
9.32 5645 200.00
9.33 5645 200.00
9.34 5645 200.00
9.35 5645 200.00
9.36 5605 200.00
9.37 5605 200.00
9.37 5605 200.00
9.38 5605 200.00
9.38 5605 200.00
9.39 5605 200.00
9.39 6489 166.67
9.40 6489 166.67
9.41 6489 166.67
9.41 6489 166.67
9.42 6489 166.67
9.42 6489 166.67
9.43 6489 166.67
9.43 5665 200.00
9.44 5665 200.00
9.45 5665 200.00
9.45 5665 200.00
9.46 5665 200.00
9.46 5665 200.00
9.47 5665 200.00
9.47 5665 200.00
9.75 3572 333.33
9.76 3572 333.33
9.77 5122 200.00
9.77 5122 200.00
9.78 5122 200.00
9.78 5122 200.00
9.79 5122 200.00
9.79 5122 200.00
9.80 5122 200.00
9.81 5646 200.00
9.81 5646 200.00
9.82 5646 200.00
9.82 5646 200.00
9.83 5646 200.00
9.84 5646 200.00
9.85 5689 200.00
9.86 5689 200.00
9.87 5689 200.00
9.87 5689 200.00
9.88 5689 200.00
9.88 5730 200.00
9.89 5730 200.00
9.90 5730 200.00
9.90 5730 200.00
9.91 5730 200.00
9.91 5730 200.00
9.92 6468 166.67
9.93 6468 166.67
9.94 6468 166.67
9.94 6468 166.67
9.95 6468 166.67
9.95 6468 166.67
9.96 6468 166.67
9.96 6468 166.67
9.97 5653 200.00
9.98 5653 200.00
9.98 5653 200.00
9.99 5653 200.00
9.99 5653 200.00
10.00 5653 200.00
10.00 5653 200.00
10.01 6346 166.67
10.02 6346 166.67
10.02 6346 166.67
10.03 6346 166.67
10.03 6346 166.67
10.04 6346 166.67
10.04 6346 166.67
10.37 3849 333.33
10.39 7280 142.86
10.39 7280 142.86
10.40 7280 142.86
10.40 7280 142.86
10.41 7280 142.86
10.41 8442 125.00
10.42 8442 125.00
10.43 8442 125.00
10.44 8442 125.00
10.44 8442 125.00
10.45 8442 125.00
10.45 5689 200.00
10.46 5689 200.00
10.47 5689 200.00
10.47 5689 200.00
10.48 5689 200.00
10.48 5689 200.00
10.49 5689 200.00
10.49 5689 200.00
10.51 5581 200.00
10.52 5581 200.00
10.52 5581 200.00
10.53 5581 200.00
10.53 5581 200.00
10.55 6538 166.67
10.55 6538 166.67
10.56 6538 166.67
10.56 6538 166.67
10.57 6538 166.67
10.57 6538 166.67
10.58 5897 200.00
10.59 5897 200.00
10.59 5897 200.00
10.60 5897 200.00
10.60 5897 200.00
10.61 5897 200.00
10.61 5897 200.00
10.62 6290 166.67
10.63 6290 166.67
10.63 6290 166.67
10.64 6290 166.67
10.64 6290 166.67
10.65 6290 166.67
10.66 6290 166.67
10.67 5581 200.00
10.67 5581 200.00
10.68 5581 200.00
10.68 5581 200.00
10.69 5581 200.00
10.69 5581 200.00
10.70 5581 200.00
10.71 5579 200.00
10.71 5579 200.00
10.72 5579 200.00
10.72 5579 200.00
10.73 5579 200.00
10.73 5579 200.00
10.74 5579 200.00
10.75 6311 166.67
10.76 6311 166.67
10.77 6311 166.67
10.78 6311 166.67
10.78 6311 166.67
10.79 5642 200.00
10.80 5642 200.00
10.80 5642 200.00
10.81 5642 200.00
10.81 5642 200.00
10.82 5642 200.00
11.39 3594 333.33
11.40 3594 333.33
11.41 5561 200.00
11.41 5561 200.00
11.42 5561 200.00
11.42 5561 200.00
11.43 5561 200.00
11.44 5561 200.00
11.44 5561 200.00
11.45 6245 166.67
11.46 6245 166.67
11.46 6245 166.67
11.47 6245 166.67
11.48 6245 166.67
11.48 6245 166.67
12.05 3778 333.33
12.33 3830 333.33
12.34 3830 333.33
13.02 34122 29.41
13.99 3635 333.33
14.00 3635 333.33
14.00 3635 333.33
14.01 3635 333.33
14.01 3635 333.33
14.02 3635 333.33
14.52 3731 333.33
14.53 4069 250.00
14.53 4069 250.00
14.54 4069 250.00
14.54 4069 250.00
14.55 4069 250.00
14.94 3588 333.33
15.04 3588 333.33
15.05 78480 12.82
15.13 3745 333.33
15.23 3745 333.33
15.23 3745 333.33
15.24 3745 333.33
15.24 3745 333.33
15.25 3745 333.33
15.26 5884 200.00
15.27 5884 200.00
15.28 5884 200.00
15.29 5884 200.00
15.29 6343 166.67
15.30 6343 166.67
15.31 6343 166.67
15.31 6343 166.67
15.32 6343 166.67
15.32 6343 166.67
15.33 6343 166.67
15.33 89368 11.24
15.57 292304 3.42
16.07 80531 12.50
17.20 36799 27.78
17.99 33948 30.30
19.57 3841 333.33
19.58 4407 250.00
19.59 4407 250.00
19.59 4407 250.00
19.60 4407 250.00
19.60 4407 250.00
19.61 4407 250.00
19.62 6689 166.67
19.63 6689 166.67
19.64 6689 166.67
19.65 6689 166.67
20.16 4264 250.00
20.17 4264 250.00
20.17 4264 250.00
20.18 4264 250.00
20.18 4264 250.00
20.20 5715 200.00
20.20 5715 200.00
20.21 5715 200.00
20.21 5715 200.00
20.22 5715 200.00
20.22 5715 200.00
20.23 5715 200.00
20.24 7015 142.86
20.25 7015 142.86
20.25 7015 142.86
20.26 7015 142.86
20.26 7015 142.86
20.27 7015 142.86
20.28 5773 200.00
20.29 5773 200.00
20.29 5773 200.00
20.30 5773 200.00
20.30 5773 200.00
20.32 6058 166.67
20.32 6058 166.67
20.33 6058 166.67
20.33 6058 166.67
20.34 6058 166.67
20.34 6058 166.67
20.35 6058 166.67
20.36 6258 166.67
20.37 6258 166.67
20.37 6258 166.67
20.38 6258 166.67
20.38 6258 166.67
20.39 5581 200.00
20.40 5581 200.00
20.41 5581 200.00
20.41 5581 200.00
20.42 5581 200.00
20.43 5581 200.00
20.43 5581 200.00
20.45 7446 142.86
20.45 7446 142.86
20.46 7446 142.86
20.47 7446 142.86
20.47 7446 142.86
20.48 6106 166.67
20.49 6106 166.67
20.49 6106 166.67
20.50 6106 166.67
20.50 6106 166.67
20.51 6106 166.67
20.51 6106 166.67
20.72 4138 250.00
20.73 4138 250.00
20.73 4138 250.00
20.74 4138 250.00
20.75 4138 250.00
20.75 4138 250.00
20.77 7556 142.86
20.77 7556 142.86
20.78 7556 142.86
20.78 7556 142.86
20.79 7556 142.86
20.79 7556 142.86
20.80 5709 200.00
20.81 5709 200.00
20.81 5709 200.00
20.82 5709 200.00
20.82 5709 200.00
20.83 5709 200.00
20.83 5709 200.00
20.85 5623 200.00
20.85 5623 200.00
20.86 5623 200.00
20.87 5623 200.00
20.87 5623 200.00
20.88 6580 166.67
20.89 6580 166.67
20.90 6580 166.67
20.90 6580 166.67
20.91 6580 166.67
20.91 6580 166.67
20.92 6580 166.67
20.93 5723 200.00
20.93 5723 200.00
20.94 5723 200.00
20.94 5723 200.00
20.95 5723 200.00
20.95 5723 200.00
20.96 5723 200.00
20.97 8857 125.00
20.98 8857 125.00
20.98 8857 125.00
20.99 8857 125.00
20.99 8857 125.00
21.00 8857 125.00
21.01 6258 166.67
21.02 6258 166.67
21.02 6258 166.67
21.03 6258 166.67
21.03 6258 166.67
21.04 6258 166.67
21.04 52127 19.23
21.35 3898 333.33
21.35 3898 333.33
21.36 3898 333.33
21.36 3898 333.33
21.37 3898 333.33
21.37 3898 333.33
21.60 4320 250.00
21.67 5742 200.00
21.67 5742 200.00
21.68 5742 200.00
21.68 5742 200.00
21.69 5742 200.00
21.69 5742 200.00
21.70 5742 200.00
21.72 6282 166.67
21.72 6282 166.67
21.73 6282 166.67
21.73 6282 166.67
21.74 5598 200.00
21.75 5598 200.00
21.76 5598 200.00
21.76 5598 200.00
21.77 5598 200.00
21.78 5598 200.00
21.78 5598 200.00
21.79 5856 200.00
21.80 5856 200.00
21.80 5856 200.00
21.81 5856 200.00
21.81 5856 200.00
21.82 5856 200.00
22.02 32839 31.25
22.15 85130 11.76
22.58 45645 22.22
22.79 3613 333.33
22.80 5523 200.00
22.82 5523 200.00
22.82 5523 200.00
22.83 5523 200.00
22.84 5523 200.00
22.85 6251 166.67
22.86 6251 166.67
22.87 6251 166.67
22.87 6251 166.67
22.88 6251 166.67
22.88 6251 166.67
22.89 5931 200.00
22.90 5931 200.00
22.90 5931 200.00
22.91 5931 200.00
22.91 5931 200.00
22.92 5931 200.00
22.92 5931 200.00
22.93 6343 166.67
22.94 6343 166.67
22.95 6343 166.67
22.95 6343 166.67
22.96 6343 166.67
22.96 6343 166.67
22.97 6343 166.67
23.08 4221 250.00
23.10 5341 200.00
23.11 5341 200.00
23.11 5341 200.00
23.12 5341 200.00
23.12 5341 200.00
23.13 5341 200.00
23.42 3624 333.33
23.43 3624 333.33
23.43 3624 333.33
23.44 3624 333.33
23.44 3624 333.33
23.45 3624 333.33
23.45 3624 333.33
23.46 3624 333.33
23.64 35058 28.57
23.78 35058 28.57
23.93 37111 27.03
24.88 52253 19.23
26.48 74232 13.51
30.35 55282 18.18
30.78 94226 10.64
30.97 85424 11.76
31.19 105622 9.52
31.96 122297 8.20
39.15 102631 9.80
41.49 101369 9.90
41.71 118815 8.47
41.91 88950 11.36
42.55 135927 7.41
43.00 133088 7.52
47.62 173369 5.78
47.90 122786 8.20
49.23 151184 6.62
50.30 147415 6.80
50.81 134000 7.46
53.54 81893 12.35
54.14 114100 8.77
54.33 78591 12.82
54.54 122095 8.20
59.18 94795 10.64
59.65 102728 9.80
64.62 144480 6.94
66.51 134549 7.46
66.73 87203 11.49
67.38 119231 8.40
67.79 121203 8.26
68.75 76690 13.16
70.26 78457 12.82
70.65 79097 12.66
70.85 129435 7.75
72.16 136126 7.35
72.40 104433 9.62
72.65 145606 6.90
74.19 141892 7.09
75.09 113203 8.85
75.29 92074 10.87
75.82 103656 9.71
76.34 77498 12.99
76.51 101552 9.90
77.11 94507 10.64
77.92 73155 13.70
81.30 77310 12.99
81.40 12464 83.33
81.48 12464 83.33
81.49 12464 83.33
81.49 12464 83.33
81.50 12464 83.33
81.50 12464 83.33
83.82 324068 3.09
84.61 22085 45.45
85.00 56898 17.86
85.16 14066 71.43
85.16 14066 71.43
85.33 16321 62.50
85.83 16074 62.50
85.84 16074 62.50
85.84 16074 62.50
85.85 16074 62.50
85.85 16074 62.50
86.04 52828 19.23
86.37 15835 66.67
86.38 15835 66.67
86.38 15835 66.67
86.39 15835 66.67
86.47 19471 52.63
86.54 19471 52.63
86.55 19471 52.63
86.55 19471 52.63
86.56 56743 17.86
86.71 12498 83.33
86.71 12498 83.33
86.72 12498 83.33
87.04 19617 52.63
87.05 3421 333.33
87.08 3421 333.33
87.09 20468 50.00
87.11 20468 50.00
87.12 20468 50.00
87.12 20468 50.00
87.13 20468 50.00
87.17 3656 333.33
87.18 3656 333.33
87.18 3656 333.33
87.19 3656 333.33
87.20 3656 333.33
87.20 3656 333.33
87.23 23703 43.48
87.24 23703 43.48
87.24 23703 43.48
87.34 23491 43.48
87.58 13259 76.92
87.75 16446 62.50
87.76 16446 62.50
87.76 16446 62.50
87.77 16446 62.50
87.77 16446 62.50
88.96 91337 10.99
89.41 61437 16.39
89.56 104754 9.62
90.44 113025 8.85
93.18 31836 32.26
93.47 91261 10.99
93.78 93188 10.75
94.24 50704 20.00
94.87 62820 16.13
95.77 101513 9.90
95.95 58728 17.24
97.39 74058 13.51
99.93 60463 16.67
100.63 63026 15.87
102.21 104587 9.62
103.99 99103 10.10
105.19 54750 18.52
107.34 68934 14.71
107.70 63637 15.87
108.04 71751 14.08
108.76 62951 16.13
110.34 95562 10.53
110.68 99101 10.10
111.39 96490 10.42
111.73 101557 9.90
111.91 58462 17.24
112.44 99113 10.10
112.61 56626 17.86
113.14 99795 10.10
113.67 56899 17.86
114.02 56654 17.86
114.36 62677 16.13
116.30 96733 10.42
117.18 59955 16.95
21.28 118807 8.47
22.39 89408 11.24
24.85 79716 12.66
25.51 119001 8.40
25.97 129445 7.75
26.20 72360 13.89
28.10 119094 8.40
28.51 126174 7.94
28.73 71833 14.08
29.44 164032 6.10
30.43 4575 250.00
30.44 4575 250.00
30.44 4575 250.00
30.45 4575 250.00
31.25 129322 7.75
31.61 5006 200.00
31.62 3808 333.33
31.62 3808 333.33
31.63 3808 333.33
31.64 3808 333.33
31.64 3808 333.33
31.65 3808 333.33
31.66 3676 333.33
31.66 3676 333.33
31.67 3676 333.33
31.67 3676 333.33
31.68 3676 333.33
31.69 3676 333.33
31.81 70908 14.29
32.02 122521 8.20
32.63 64622 15.62
33.15 4600 250.00
33.16 4600 250.00
33.16 4600 250.00
33.56 5251 200.00
33.57 5251 200.00
33.57 5251 200.00
33.65 111004 9.01
33.98 4095 250.00
